cle_obs,code_departement,nom_departement,annee_ref,type_info_geo
1183096,974,"La Réunion",2017,Rattachement
1183097,974,"La Réunion",2017,Rattachement
1183098,974,"La Réunion",2017,Rattachement
1183099,974,"La Réunion",2017,Rattachement
1183100,974,"La Réunion",2017,Rattachement
1183101,974,"La Réunion",2017,Rattachement
1183102,974,"La Réunion",2017,Rattachement
1183103,974,"La Réunion",2017,Rattachement
1183104,974,"La Réunion",2017,Rattachement
1183105,974,"La Réunion",2017,Rattachement
1183106,974,"La Réunion",2017,Rattachement
1183107,974,"La Réunion",2017,Rattachement
1183108,974,"La Réunion",2017,Rattachement
1183109,974,"La Réunion",2017,Rattachement
1183110,974,"La Réunion",2017,Rattachement
1183111,974,"La Réunion",2017,Rattachement
1183112,974,"La Réunion",2017,Rattachement
1183113,974,"La Réunion",2017,Rattachement
1183114,974,"La Réunion",2017,Rattachement
1183115,974,"La Réunion",2017,Rattachement
1183116,974,"La Réunion",2017,Rattachement
1183117,974,"La Réunion",2017,Rattachement
1183118,974,"La Réunion",2017,Rattachement
1183119,974,"La Réunion",2017,Rattachement
1183120,974,"La Réunion",2017,Rattachement
1183121,974,"La Réunion",2017,Rattachement
1183122,974,"La Réunion",2017,Rattachement
1183123,974,"La Réunion",2017,Rattachement
1183124,974,"La Réunion",2017,Rattachement
1183125,974,"La Réunion",2017,Rattachement
1183126,974,"La Réunion",2017,Rattachement
1183127,974,"La Réunion",2017,Rattachement
1183128,974,"La Réunion",2017,Rattachement
1183129,974,"La Réunion",2017,Rattachement
1183130,974,"La Réunion",2017,Rattachement
1183131,974,"La Réunion",2017,Rattachement
1183132,974,"La Réunion",2017,Rattachement
1183133,974,"La Réunion",2017,Rattachement
1183134,974,"La Réunion",2017,Rattachement
1183135,974,"La Réunion",2017,Rattachement
1183136,974,"La Réunion",2017,Rattachement
1183137,974,"La Réunion",2017,Rattachement
1183138,974,"La Réunion",2017,Rattachement
1183139,974,"La Réunion",2017,Rattachement
1183140,974,"La Réunion",2017,Rattachement
1183141,974,"La Réunion",2017,Rattachement
1183142,974,"La Réunion",2017,Rattachement
1183143,974,"La Réunion",2017,Rattachement
1183144,974,"La Réunion",2017,Rattachement
1183145,974,"La Réunion",2017,Rattachement
1183146,974,"La Réunion",2017,Rattachement
1183147,974,"La Réunion",2017,Rattachement
1183148,974,"La Réunion",2017,Rattachement
1183149,974,"La Réunion",2017,Rattachement
1183150,974,"La Réunion",2017,Rattachement
1183151,974,"La Réunion",2017,Rattachement
1183152,974,"La Réunion",2017,Rattachement
1183153,974,"La Réunion",2017,Rattachement
1183154,974,"La Réunion",2017,Rattachement
1183155,974,"La Réunion",2017,Rattachement
1183156,974,"La Réunion",2017,Rattachement
1183157,974,"La Réunion",2017,Rattachement
1183158,974,"La Réunion",2017,Rattachement
1183159,974,"La Réunion",2017,Rattachement
1183160,974,"La Réunion",2017,Rattachement
1183161,974,"La Réunion",2017,Rattachement
1183162,974,"La Réunion",2017,Rattachement
1183163,974,"La Réunion",2017,Rattachement
1183164,974,"La Réunion",2017,Rattachement
1183165,974,"La Réunion",2017,Rattachement
1183166,974,"La Réunion",2017,Rattachement
1183167,974,"La Réunion",2017,Rattachement
1183168,974,"La Réunion",2017,Rattachement
1183169,974,"La Réunion",2017,Rattachement
1183170,974,"La Réunion",2017,Rattachement
1183171,974,"La Réunion",2017,Rattachement
1183172,974,"La Réunion",2017,Rattachement
1183173,974,"La Réunion",2017,Rattachement
1183174,974,"La Réunion",2017,Rattachement
1183175,974,"La Réunion",2017,Rattachement
1183176,974,"La Réunion",2017,Rattachement
1183177,974,"La Réunion",2017,Rattachement
1183178,974,"La Réunion",2017,Rattachement
1183179,974,"La Réunion",2017,Rattachement
1183180,974,"La Réunion",2017,Rattachement
1183181,974,"La Réunion",2017,Rattachement
1183182,974,"La Réunion",2017,Rattachement
1183183,974,"La Réunion",2017,Rattachement
1183184,974,"La Réunion",2017,Rattachement
1183185,974,"La Réunion",2017,Rattachement
1183186,974,"La Réunion",2017,Rattachement
1183187,974,"La Réunion",2017,Rattachement
1183188,974,"La Réunion",2017,Rattachement
1183189,974,"La Réunion",2017,Rattachement
1183190,974,"La Réunion",2017,Rattachement
1183191,974,"La Réunion",2017,Rattachement
1183192,974,"La Réunion",2017,Rattachement
1183193,974,"La Réunion",2017,Rattachement
1183194,974,"La Réunion",2017,Rattachement
1183195,974,"La Réunion",2017,Rattachement
1183196,974,"La Réunion",2017,Rattachement
1183197,974,"La Réunion",2017,Rattachement
1183198,974,"La Réunion",2017,Rattachement
1183199,974,"La Réunion",2017,Rattachement
1183200,974,"La Réunion",2017,Rattachement
1183201,974,"La Réunion",2017,Rattachement
1183202,974,"La Réunion",2017,Rattachement
1183203,974,"La Réunion",2017,Rattachement
1183204,974,"La Réunion",2017,Rattachement
1183205,974,"La Réunion",2017,Rattachement
1183206,974,"La Réunion",2017,Rattachement
1183207,974,"La Réunion",2017,Rattachement
1183208,974,"La Réunion",2017,Rattachement
1183209,974,"La Réunion",2017,Rattachement
1183210,974,"La Réunion",2017,Rattachement
1183211,974,"La Réunion",2017,Rattachement
1183212,974,"La Réunion",2017,Rattachement
1183213,974,"La Réunion",2017,Rattachement
1183214,974,"La Réunion",2017,Rattachement
1183215,974,"La Réunion",2017,Rattachement
1183216,974,"La Réunion",2017,Rattachement
1183217,974,"La Réunion",2017,Rattachement
1183218,974,"La Réunion",2017,Rattachement
1183219,974,"La Réunion",2017,Rattachement
1183220,974,"La Réunion",2017,Rattachement
1183221,974,"La Réunion",2017,Rattachement
1183222,974,"La Réunion",2017,Rattachement
1183223,974,"La Réunion",2017,Rattachement
1183224,974,"La Réunion",2017,Rattachement
1183225,974,"La Réunion",2017,Rattachement
1183226,974,"La Réunion",2017,Rattachement
1183227,974,"La Réunion",2017,Rattachement
1183228,974,"La Réunion",2017,Rattachement
1183229,974,"La Réunion",2017,Rattachement
1183230,974,"La Réunion",2017,Rattachement
1183231,974,"La Réunion",2017,Rattachement
1183232,974,"La Réunion",2017,Rattachement
1183233,974,"La Réunion",2017,Rattachement
1183234,974,"La Réunion",2017,Rattachement
1183235,974,"La Réunion",2017,Rattachement
1183236,974,"La Réunion",2017,Rattachement
1183237,974,"La Réunion",2017,Rattachement
1183238,974,"La Réunion",2017,Rattachement
1183239,974,"La Réunion",2017,Rattachement
1183240,974,"La Réunion",2017,Rattachement
1183241,974,"La Réunion",2017,Rattachement
1183242,974,"La Réunion",2017,Rattachement
1183243,974,"La Réunion",2017,Rattachement
1183244,974,"La Réunion",2017,Rattachement
1183245,974,"La Réunion",2017,Rattachement
1183246,974,"La Réunion",2017,Rattachement
1183247,974,"La Réunion",2017,Rattachement
1183248,974,"La Réunion",2017,Rattachement
1183249,974,"La Réunion",2017,Rattachement
1183250,974,"La Réunion",2017,Rattachement
1183251,974,"La Réunion",2017,Rattachement
1183252,974,"La Réunion",2017,Rattachement
1183253,974,"La Réunion",2017,Rattachement
1183254,974,"La Réunion",2017,Rattachement
1183255,974,"La Réunion",2017,Rattachement
1183256,974,"La Réunion",2017,Rattachement
1183257,974,"La Réunion",2017,Rattachement
1183258,974,"La Réunion",2017,Rattachement
1183259,974,"La Réunion",2017,Rattachement
1183260,974,"La Réunion",2017,Rattachement
1183261,974,"La Réunion",2017,Rattachement
1183262,974,"La Réunion",2017,Rattachement
1183263,974,"La Réunion",2017,Rattachement
1183264,974,"La Réunion",2017,Rattachement
1183265,974,"La Réunion",2017,Rattachement
1183266,974,"La Réunion",2017,Rattachement
1183267,974,"La Réunion",2017,Rattachement
1183268,974,"La Réunion",2017,Rattachement
1183269,974,"La Réunion",2017,Rattachement
1183270,974,"La Réunion",2017,Rattachement
1183271,974,"La Réunion",2017,Rattachement
1183272,974,"La Réunion",2017,Rattachement
1183273,974,"La Réunion",2017,Rattachement
1183274,974,"La Réunion",2017,Rattachement
1183275,974,"La Réunion",2017,Rattachement
1183276,974,"La Réunion",2017,Rattachement
1183277,974,"La Réunion",2017,Rattachement
1183278,974,"La Réunion",2017,Rattachement
1183279,974,"La Réunion",2017,Rattachement
1183280,974,"La Réunion",2017,Rattachement
1183281,974,"La Réunion",2017,Rattachement
1183282,974,"La Réunion",2017,Rattachement
1183283,974,"La Réunion",2017,Rattachement
1183284,974,"La Réunion",2017,Rattachement
1183285,974,"La Réunion",2017,Rattachement
1183286,974,"La Réunion",2017,Rattachement
1183287,974,"La Réunion",2017,Rattachement
1183288,974,"La Réunion",2017,Rattachement
1183289,974,"La Réunion",2017,Rattachement
1183290,974,"La Réunion",2017,Rattachement
1183291,974,"La Réunion",2017,Rattachement
1183292,974,"La Réunion",2017,Rattachement
1183293,974,"La Réunion",2017,Rattachement
1183294,974,"La Réunion",2017,Rattachement
1183295,974,"La Réunion",2017,Rattachement
1183296,974,"La Réunion",2017,Rattachement
1183297,974,"La Réunion",2017,Rattachement
1183298,974,"La Réunion",2017,Rattachement
1183299,974,"La Réunion",2017,Rattachement
1183300,974,"La Réunion",2017,Rattachement
1183301,974,"La Réunion",2017,Rattachement
1183302,974,"La Réunion",2017,Rattachement
1183303,974,"La Réunion",2017,Rattachement
1183304,974,"La Réunion",2017,Rattachement
1183305,974,"La Réunion",2017,Rattachement
1183306,974,"La Réunion",2017,Rattachement
1183307,974,"La Réunion",2017,Rattachement
1183308,974,"La Réunion",2017,Rattachement
1183309,974,"La Réunion",2017,Rattachement
1183310,974,"La Réunion",2017,Rattachement
1183311,974,"La Réunion",2017,Rattachement
1183312,974,"La Réunion",2017,Rattachement
1183313,974,"La Réunion",2017,Rattachement
1183314,974,"La Réunion",2017,Rattachement
1183315,974,"La Réunion",2017,Rattachement
1183316,974,"La Réunion",2017,Rattachement
1183317,974,"La Réunion",2017,Rattachement
1183318,974,"La Réunion",2017,Rattachement
1183319,974,"La Réunion",2017,Rattachement
1183320,974,"La Réunion",2017,Rattachement
1183321,974,"La Réunion",2017,Rattachement
1183322,974,"La Réunion",2017,Rattachement
1183323,974,"La Réunion",2017,Rattachement
1183324,974,"La Réunion",2017,Rattachement
1183325,974,"La Réunion",2017,Rattachement
1183326,974,"La Réunion",2017,Rattachement
1183327,974,"La Réunion",2017,Rattachement
1183328,974,"La Réunion",2017,Rattachement
1183329,974,"La Réunion",2017,Rattachement
1183330,974,"La Réunion",2017,Rattachement
1183331,974,"La Réunion",2017,Rattachement
1183332,974,"La Réunion",2017,Rattachement
1183333,974,"La Réunion",2017,Rattachement
1183334,974,"La Réunion",2017,Rattachement
1183335,974,"La Réunion",2017,Rattachement
1183336,974,"La Réunion",2017,Rattachement
1183337,974,"La Réunion",2017,Rattachement
1183338,974,"La Réunion",2017,Rattachement
1183339,974,"La Réunion",2017,Rattachement
1183340,974,"La Réunion",2017,Rattachement
1183341,974,"La Réunion",2017,Rattachement
1183342,974,"La Réunion",2017,Rattachement
1183343,974,"La Réunion",2017,Rattachement
1183344,974,"La Réunion",2017,Rattachement
1183345,974,"La Réunion",2017,Rattachement
1183346,974,"La Réunion",2017,Rattachement
1183347,974,"La Réunion",2017,Rattachement
1183348,974,"La Réunion",2017,Rattachement
1183349,974,"La Réunion",2017,Rattachement
1183350,974,"La Réunion",2017,Rattachement
1183351,974,"La Réunion",2017,Rattachement
1183352,974,"La Réunion",2017,Rattachement
1183353,974,"La Réunion",2017,Rattachement
1183354,974,"La Réunion",2017,Rattachement
1183355,974,"La Réunion",2017,Rattachement
1183356,974,"La Réunion",2017,Rattachement
1183357,974,"La Réunion",2017,Rattachement
1183358,974,"La Réunion",2017,Rattachement
1183359,974,"La Réunion",2017,Rattachement
1183360,974,"La Réunion",2017,Rattachement
1183361,974,"La Réunion",2017,Rattachement
1183362,974,"La Réunion",2017,Rattachement
1183363,974,"La Réunion",2017,Rattachement
1183364,974,"La Réunion",2017,Rattachement
1183365,974,"La Réunion",2017,Rattachement
1183366,974,"La Réunion",2017,Rattachement
1183367,974,"La Réunion",2017,Rattachement
1183368,974,"La Réunion",2017,Rattachement
1183369,974,"La Réunion",2017,Rattachement
1183370,974,"La Réunion",2017,Rattachement
1183371,974,"La Réunion",2017,Rattachement
1183372,974,"La Réunion",2017,Rattachement
1183373,974,"La Réunion",2017,Rattachement
1183374,974,"La Réunion",2017,Rattachement
1183375,974,"La Réunion",2017,Rattachement
1183376,974,"La Réunion",2017,Rattachement
1183377,974,"La Réunion",2017,Rattachement
1183378,974,"La Réunion",2017,Rattachement
1183379,974,"La Réunion",2017,Rattachement
1183380,974,"La Réunion",2017,Rattachement
1183381,974,"La Réunion",2017,Rattachement
1183382,974,"La Réunion",2017,Rattachement
1183383,974,"La Réunion",2017,Rattachement
1183384,974,"La Réunion",2017,Rattachement
1183385,974,"La Réunion",2017,Rattachement
1183386,974,"La Réunion",2017,Rattachement
1183387,974,"La Réunion",2017,Rattachement
1183388,974,"La Réunion",2017,Rattachement
1183389,974,"La Réunion",2017,Rattachement
1183390,974,"La Réunion",2017,Rattachement
1183391,974,"La Réunion",2017,Rattachement
1183392,974,"La Réunion",2017,Rattachement
1183393,974,"La Réunion",2017,Rattachement
1183394,974,"La Réunion",2017,Rattachement
1183395,974,"La Réunion",2017,Rattachement
1183396,974,"La Réunion",2017,Rattachement
1183397,974,"La Réunion",2017,Rattachement
1183398,974,"La Réunion",2017,Rattachement
1183399,974,"La Réunion",2017,Rattachement
1183400,974,"La Réunion",2017,Rattachement
1183401,974,"La Réunion",2017,Rattachement
1183402,974,"La Réunion",2017,Rattachement
1183403,974,"La Réunion",2017,Rattachement
1183404,974,"La Réunion",2017,Rattachement
1183405,974,"La Réunion",2017,Rattachement
1183406,974,"La Réunion",2017,Rattachement
1183407,974,"La Réunion",2017,Rattachement
1183408,974,"La Réunion",2017,Rattachement
1183409,974,"La Réunion",2017,Rattachement
1183410,974,"La Réunion",2017,Rattachement
1183411,974,"La Réunion",2017,Rattachement
1183412,974,"La Réunion",2017,Rattachement
1183413,974,"La Réunion",2017,Rattachement
1183414,974,"La Réunion",2017,Rattachement
1183415,974,"La Réunion",2017,Rattachement
1183416,974,"La Réunion",2017,Rattachement
1183417,974,"La Réunion",2017,Rattachement
1183418,974,"La Réunion",2017,Rattachement
1183419,974,"La Réunion",2017,Rattachement
1183420,974,"La Réunion",2017,Rattachement
1183421,974,"La Réunion",2017,Rattachement
1183422,974,"La Réunion",2017,Rattachement
1183423,974,"La Réunion",2017,Rattachement
1183424,974,"La Réunion",2017,Rattachement
1183425,974,"La Réunion",2017,Rattachement
1183426,974,"La Réunion",2017,Rattachement
1183427,974,"La Réunion",2017,Rattachement
1183428,974,"La Réunion",2017,Rattachement
1183429,974,"La Réunion",2017,Rattachement
1183430,974,"La Réunion",2017,Rattachement
1183431,974,"La Réunion",2017,Rattachement
1183432,974,"La Réunion",2017,Rattachement
1183433,974,"La Réunion",2017,Rattachement
1183434,974,"La Réunion",2017,Rattachement
1183435,974,"La Réunion",2017,Rattachement
1183436,974,"La Réunion",2017,Rattachement
1183437,974,"La Réunion",2017,Rattachement
1183438,974,"La Réunion",2017,Rattachement
1183439,974,"La Réunion",2017,Rattachement
1183440,974,"La Réunion",2017,Rattachement
1183441,974,"La Réunion",2017,Rattachement
1183442,974,"La Réunion",2017,Rattachement
1183443,974,"La Réunion",2017,Rattachement
1183444,974,"La Réunion",2017,Rattachement
1183445,974,"La Réunion",2017,Rattachement
1183446,974,"La Réunion",2017,Rattachement
1183447,974,"La Réunion",2017,Rattachement
1183448,974,"La Réunion",2017,Rattachement
1183449,974,"La Réunion",2017,Rattachement
1183450,974,"La Réunion",2017,Rattachement
1183451,974,"La Réunion",2017,Rattachement
1183452,974,"La Réunion",2017,Rattachement
1183453,974,"La Réunion",2017,Rattachement
1183454,974,"La Réunion",2017,Rattachement
1183455,974,"La Réunion",2017,Rattachement
1183456,974,"La Réunion",2017,Rattachement
1183457,974,"La Réunion",2017,Rattachement
1183458,974,"La Réunion",2017,Rattachement
1183459,974,"La Réunion",2017,Rattachement
1183460,974,"La Réunion",2017,Rattachement
1183461,974,"La Réunion",2017,Rattachement
1183462,974,"La Réunion",2017,Rattachement
1183463,974,"La Réunion",2017,Rattachement
1183464,974,"La Réunion",2017,Rattachement
1183465,974,"La Réunion",2017,Rattachement
1183466,974,"La Réunion",2017,Rattachement
1183467,974,"La Réunion",2017,Rattachement
1183468,974,"La Réunion",2017,Rattachement
1183469,974,"La Réunion",2017,Rattachement
1183470,974,"La Réunion",2017,Rattachement
1183471,974,"La Réunion",2017,Rattachement
1183472,974,"La Réunion",2017,Rattachement
1183473,974,"La Réunion",2017,Rattachement
1183474,974,"La Réunion",2017,Rattachement
1183475,974,"La Réunion",2017,Rattachement
1183476,974,"La Réunion",2017,Rattachement
1183477,974,"La Réunion",2017,Rattachement
1183478,974,"La Réunion",2017,Rattachement
1183479,974,"La Réunion",2017,Rattachement
1183480,974,"La Réunion",2017,Rattachement
1183481,974,"La Réunion",2017,Rattachement
1183482,974,"La Réunion",2017,Rattachement
1183483,974,"La Réunion",2017,Rattachement
1183484,974,"La Réunion",2017,Rattachement
1183485,974,"La Réunion",2017,Rattachement
1183486,974,"La Réunion",2017,Rattachement
1183487,974,"La Réunion",2017,Rattachement
1183488,974,"La Réunion",2017,Rattachement
1183489,974,"La Réunion",2017,Rattachement
1183490,974,"La Réunion",2017,Rattachement
1183491,974,"La Réunion",2017,Rattachement
1183492,974,"La Réunion",2017,Rattachement
1183493,974,"La Réunion",2017,Rattachement
1183494,974,"La Réunion",2017,Rattachement
1183495,974,"La Réunion",2017,Rattachement
1183496,974,"La Réunion",2017,Rattachement
1183497,974,"La Réunion",2017,Rattachement
1183498,974,"La Réunion",2017,Rattachement
1183499,974,"La Réunion",2017,Rattachement
1183500,974,"La Réunion",2017,Rattachement
1183501,974,"La Réunion",2017,Rattachement
1183502,974,"La Réunion",2017,Rattachement
1183503,974,"La Réunion",2017,Rattachement
1183504,974,"La Réunion",2017,Rattachement
1183505,974,"La Réunion",2017,Rattachement
1183506,974,"La Réunion",2017,Rattachement
1183507,974,"La Réunion",2017,Rattachement
1183508,974,"La Réunion",2017,Rattachement
1183509,974,"La Réunion",2017,Rattachement
1183510,974,"La Réunion",2017,Rattachement
1183511,974,"La Réunion",2017,Rattachement
1183512,974,"La Réunion",2017,Rattachement
1183513,974,"La Réunion",2017,Rattachement
1183514,974,"La Réunion",2017,Rattachement
1183515,974,"La Réunion",2017,Rattachement
1183516,974,"La Réunion",2017,Rattachement
1183517,974,"La Réunion",2017,Rattachement
1183518,974,"La Réunion",2017,Rattachement
1183519,974,"La Réunion",2017,Rattachement
1183520,974,"La Réunion",2017,Rattachement
1183521,974,"La Réunion",2017,Rattachement
1183522,974,"La Réunion",2017,Rattachement
1183523,974,"La Réunion",2017,Rattachement
1183524,974,"La Réunion",2017,Rattachement
1183525,974,"La Réunion",2017,Rattachement
1183526,974,"La Réunion",2017,Rattachement
1183527,974,"La Réunion",2017,Rattachement
1183528,974,"La Réunion",2017,Rattachement
1183529,974,"La Réunion",2017,Rattachement
1183530,974,"La Réunion",2017,Rattachement
1183531,974,"La Réunion",2017,Rattachement
1183532,974,"La Réunion",2017,Rattachement
1183533,974,"La Réunion",2017,Rattachement
1183534,974,"La Réunion",2017,Rattachement
1183535,974,"La Réunion",2017,Rattachement
1183536,974,"La Réunion",2017,Rattachement
1183537,974,"La Réunion",2017,Rattachement
1183538,974,"La Réunion",2017,Rattachement
1183539,974,"La Réunion",2017,Rattachement
1183540,974,"La Réunion",2017,Rattachement
1183541,974,"La Réunion",2017,Rattachement
1183542,974,"La Réunion",2017,Rattachement
1183543,974,"La Réunion",2017,Rattachement
1183544,974,"La Réunion",2017,Rattachement
1183545,974,"La Réunion",2017,Rattachement
1183546,974,"La Réunion",2017,Rattachement
1183547,974,"La Réunion",2017,Rattachement
1183548,974,"La Réunion",2017,Rattachement
1183549,974,"La Réunion",2017,Rattachement
1183550,974,"La Réunion",2017,Rattachement
1183551,974,"La Réunion",2017,Rattachement
1183552,974,"La Réunion",2017,Rattachement
1183553,974,"La Réunion",2017,Rattachement
1183554,974,"La Réunion",2017,Rattachement
1183555,974,"La Réunion",2017,Rattachement
1183556,974,"La Réunion",2017,Rattachement
1183557,974,"La Réunion",2017,Rattachement
1183558,974,"La Réunion",2017,Rattachement
1183559,974,"La Réunion",2017,Rattachement
1183560,974,"La Réunion",2017,Rattachement
1183561,974,"La Réunion",2017,Rattachement
1183562,974,"La Réunion",2017,Rattachement
1183563,974,"La Réunion",2017,Rattachement
1183564,974,"La Réunion",2017,Rattachement
1183565,974,"La Réunion",2017,Rattachement
1183566,974,"La Réunion",2017,Rattachement
1183567,974,"La Réunion",2017,Rattachement
1183568,974,"La Réunion",2017,Rattachement
1183569,974,"La Réunion",2017,Rattachement
1183570,974,"La Réunion",2017,Rattachement
1183571,974,"La Réunion",2017,Rattachement
1183572,974,"La Réunion",2017,Rattachement
1183573,974,"La Réunion",2017,Rattachement
1183574,974,"La Réunion",2017,Rattachement
1183575,974,"La Réunion",2017,Rattachement
1183576,974,"La Réunion",2017,Rattachement
1183577,974,"La Réunion",2017,Rattachement
1183578,974,"La Réunion",2017,Rattachement
1183579,974,"La Réunion",2017,Rattachement
1183580,974,"La Réunion",2017,Rattachement
1183581,974,"La Réunion",2017,Rattachement
1183582,974,"La Réunion",2017,Rattachement
1183583,974,"La Réunion",2017,Rattachement
1183584,974,"La Réunion",2017,Rattachement
1183585,974,"La Réunion",2017,Rattachement
1183586,974,"La Réunion",2017,Rattachement
1183587,974,"La Réunion",2017,Rattachement
1183588,974,"La Réunion",2017,Rattachement
1183589,974,"La Réunion",2017,Rattachement
1183590,974,"La Réunion",2017,Rattachement
1183591,974,"La Réunion",2017,Rattachement
1183592,974,"La Réunion",2017,Rattachement
1183593,974,"La Réunion",2017,Rattachement
1183594,974,"La Réunion",2017,Rattachement
1183595,974,"La Réunion",2017,Rattachement
1183596,974,"La Réunion",2017,Rattachement
1183597,974,"La Réunion",2017,Rattachement
1183598,974,"La Réunion",2017,Rattachement
1183599,974,"La Réunion",2017,Rattachement
1183600,974,"La Réunion",2017,Rattachement
1183601,974,"La Réunion",2017,Rattachement
1183602,974,"La Réunion",2017,Rattachement
1183603,974,"La Réunion",2017,Rattachement
1183604,974,"La Réunion",2017,Rattachement
1183605,974,"La Réunion",2017,Rattachement
1183606,974,"La Réunion",2017,Rattachement
1183607,974,"La Réunion",2017,Rattachement
1183608,974,"La Réunion",2017,Rattachement
1183609,974,"La Réunion",2017,Rattachement
1183610,974,"La Réunion",2017,Rattachement
1183611,974,"La Réunion",2017,Rattachement
1183612,974,"La Réunion",2017,Rattachement
1183613,974,"La Réunion",2017,Rattachement
1183614,974,"La Réunion",2017,Rattachement
1183615,974,"La Réunion",2017,Rattachement
1183616,974,"La Réunion",2017,Rattachement
1183617,974,"La Réunion",2017,Rattachement
1183618,974,"La Réunion",2017,Rattachement
1183619,974,"La Réunion",2017,Rattachement
1183620,974,"La Réunion",2017,Rattachement
1183621,974,"La Réunion",2017,Rattachement
1183622,974,"La Réunion",2017,Rattachement
1183623,974,"La Réunion",2017,Rattachement
1183624,974,"La Réunion",2017,Rattachement
1183625,974,"La Réunion",2017,Rattachement
1183626,974,"La Réunion",2017,Rattachement
1183627,974,"La Réunion",2017,Rattachement
1183628,974,"La Réunion",2017,Rattachement
1183629,974,"La Réunion",2017,Rattachement
1183630,974,"La Réunion",2017,Rattachement
1183631,974,"La Réunion",2017,Rattachement
1183632,974,"La Réunion",2017,Rattachement
1183633,974,"La Réunion",2017,Rattachement
1183634,974,"La Réunion",2017,Rattachement
1183635,974,"La Réunion",2017,Rattachement
1183636,974,"La Réunion",2017,Rattachement
1183637,974,"La Réunion",2017,Rattachement
1183638,974,"La Réunion",2017,Rattachement
1183639,974,"La Réunion",2017,Rattachement
1183640,974,"La Réunion",2017,Rattachement
1183641,974,"La Réunion",2017,Rattachement
1183642,974,"La Réunion",2017,Rattachement
1183643,974,"La Réunion",2017,Rattachement
1183644,974,"La Réunion",2017,Rattachement
1183645,974,"La Réunion",2017,Rattachement
1183646,974,"La Réunion",2017,Rattachement
1183647,974,"La Réunion",2017,Rattachement
1183648,974,"La Réunion",2017,Rattachement
1183649,974,"La Réunion",2017,Rattachement
1183650,974,"La Réunion",2017,Rattachement
1183651,974,"La Réunion",2017,Rattachement
1183652,974,"La Réunion",2017,Rattachement
1183653,974,"La Réunion",2017,Rattachement
1183654,974,"La Réunion",2017,Rattachement
1183655,974,"La Réunion",2017,Rattachement
1183656,974,"La Réunion",2017,Rattachement
1183657,974,"La Réunion",2017,Rattachement
1183658,974,"La Réunion",2017,Rattachement
1183659,974,"La Réunion",2017,Rattachement
1183660,974,"La Réunion",2017,Rattachement
1183661,974,"La Réunion",2017,Rattachement
1183662,974,"La Réunion",2017,Rattachement
1183663,974,"La Réunion",2017,Rattachement
1183664,974,"La Réunion",2017,Rattachement
1183665,974,"La Réunion",2017,Rattachement
1183666,974,"La Réunion",2017,Rattachement
1183667,974,"La Réunion",2017,Rattachement
1183668,974,"La Réunion",2017,Rattachement
1183669,974,"La Réunion",2017,Rattachement
1183670,974,"La Réunion",2017,Rattachement
1183671,974,"La Réunion",2017,Rattachement
1183672,974,"La Réunion",2017,Rattachement
1183673,974,"La Réunion",2017,Rattachement
1183674,974,"La Réunion",2017,Rattachement
1183675,974,"La Réunion",2017,Rattachement
1183676,974,"La Réunion",2017,Rattachement
1183677,974,"La Réunion",2017,Rattachement
1183678,974,"La Réunion",2017,Rattachement
1183679,974,"La Réunion",2017,Rattachement
1183680,974,"La Réunion",2017,Rattachement
1183681,974,"La Réunion",2017,Rattachement
1183682,974,"La Réunion",2017,Rattachement
1183683,974,"La Réunion",2017,Rattachement
1183684,974,"La Réunion",2017,Rattachement
1183685,974,"La Réunion",2017,Rattachement
1183686,974,"La Réunion",2017,Rattachement
1183687,974,"La Réunion",2017,Rattachement
1183688,974,"La Réunion",2017,Rattachement
1183689,974,"La Réunion",2017,Rattachement
1183690,974,"La Réunion",2017,Rattachement
1183691,974,"La Réunion",2017,Rattachement
1183692,974,"La Réunion",2017,Rattachement
1183693,974,"La Réunion",2017,Rattachement
1183694,974,"La Réunion",2017,Rattachement
1183695,974,"La Réunion",2017,Rattachement
1183696,974,"La Réunion",2017,Rattachement
1183697,974,"La Réunion",2017,Rattachement
1183698,974,"La Réunion",2017,Rattachement
1183699,974,"La Réunion",2017,Rattachement
1183700,974,"La Réunion",2017,Rattachement
1183701,974,"La Réunion",2017,Rattachement
1183702,974,"La Réunion",2017,Rattachement
1183703,974,"La Réunion",2017,Rattachement
1183704,974,"La Réunion",2017,Rattachement
1183705,974,"La Réunion",2017,Rattachement
1183706,974,"La Réunion",2017,Rattachement
1183707,974,"La Réunion",2017,Rattachement
1183708,974,"La Réunion",2017,Rattachement
1183709,974,"La Réunion",2017,Rattachement
1183710,974,"La Réunion",2017,Rattachement
1183711,974,"La Réunion",2017,Rattachement
1183712,974,"La Réunion",2017,Rattachement
1183713,974,"La Réunion",2017,Rattachement
1183714,974,"La Réunion",2017,Rattachement
1183715,974,"La Réunion",2017,Rattachement
1183716,974,"La Réunion",2017,Rattachement
1183717,974,"La Réunion",2017,Rattachement
1183718,974,"La Réunion",2017,Rattachement
1183719,974,"La Réunion",2017,Rattachement
1183720,974,"La Réunion",2017,Rattachement
1183721,974,"La Réunion",2017,Rattachement
1183722,974,"La Réunion",2017,Rattachement
1183723,974,"La Réunion",2017,Rattachement
1183724,974,"La Réunion",2017,Rattachement
1183725,974,"La Réunion",2017,Rattachement
1183726,974,"La Réunion",2017,Rattachement
1183727,974,"La Réunion",2017,Rattachement
1183728,974,"La Réunion",2017,Rattachement
1183729,974,"La Réunion",2017,Rattachement
1183730,974,"La Réunion",2017,Rattachement
