cle_obs,nom,definition,valeur,unite,thematique,type
1177969,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191815,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196401,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183592,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187364,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192369,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197648,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095415,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198001,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096292,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195281,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186385,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181477,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096059,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187470,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097188,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186384,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190996,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182984,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183651,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188999,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196136,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191338,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192769,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187639,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183741,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189308,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187794,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179834,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095759,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196740,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187869,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191881,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180289,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188137,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185768,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191545,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185526,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191312,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185371,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187285,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179381,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178035,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096111,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183727,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096946,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184938,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178492,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185614,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096280,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197754,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187147,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196860,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185986,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097027,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096600,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184987,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179673,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093823,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191380,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196194,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179585,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187081,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179236,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188412,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198050,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185200,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198668,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177421,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192324,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177949,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177343,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188608,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191090,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181115,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094924,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178169,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180475,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094327,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178651,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192477,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198429,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197291,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178910,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096114,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096321,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187568,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179643,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182832,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096420,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198058,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187141,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198008,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095164,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183527,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180804,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094692,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198397,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186293,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183879,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187304,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179856,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182583,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177661,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185474,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191713,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192005,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179392,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096402,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184777,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183154,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191609,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181130,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093738,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197849,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191865,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178518,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181610,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096458,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184106,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094224,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177895,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184460,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183640,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189872,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181719,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094767,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197875,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1193021,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191622,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180892,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186074,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095413,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192888,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186411,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189513,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190357,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094950,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188813,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187730,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096029,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180582,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188701,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183508,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181604,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187054,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094421,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178708,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180312,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188891,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198159,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198026,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183832,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095293,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187452,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185828,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095200,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198392,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180527,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093985,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179893,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186836,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191225,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094948,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185010,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185336,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188616,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179840,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097095,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190910,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182909,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192003,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181538,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191345,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179953,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094334,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196961,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198552,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187270,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177899,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189532,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184789,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183264,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179185,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189007,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198648,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189789,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191005,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198272,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189579,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096177,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093707,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188309,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180601,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197264,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185997,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177444,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177628,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198080,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179058,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188607,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180318,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183475,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097132,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179775,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189972,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180928,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185525,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190256,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184027,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191080,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096217,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180511,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191702,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188386,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183552,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197075,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198053,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190445,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191191,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188861,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195445,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181376,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197930,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180357,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182190,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189663,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192238,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187110,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177894,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183609,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178786,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096258,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178660,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093603,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185812,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197254,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178170,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183722,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182873,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192802,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195265,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179000,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195378,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184747,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177534,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186319,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188658,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095452,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195616,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186132,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186843,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192788,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183754,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192817,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177694,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192418,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094408,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188123,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195645,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183963,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1193045,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189405,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180963,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190749,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195796,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178010,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1193027,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184627,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192246,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187088,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183464,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196542,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192810,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178008,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189252,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192484,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183454,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177309,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177692,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189076,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192652,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189488,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183317,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192080,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197188,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094789,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095560,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192591,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198328,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094667,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186278,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189455,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184221,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197855,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180186,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185354,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191032,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177577,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180114,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182337,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097358,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179274,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184975,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186748,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195896,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178214,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177536,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186887,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188737,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177874,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096013,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196195,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095901,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196178,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195707,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096141,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
